id_performance;id_employe;date_evaluation;score;objectifs_atteints
4317;360;01/01/2024;67;False
4318;360;01/04/2024;59;False
4319;360;01/07/2024;85;True
4320;360;01/10/2024;72;False
4321;361;01/01/2022;54;False
4322;361;01/04/2022;73;True
4323;361;01/07/2022;80;True
4324;361;01/10/2022;66;False
4325;361;01/01/2023;87;True
4326;361;01/04/2023;71;True
4327;361;01/07/2023;86;True
4328;361;01/10/2023;99;False
4329;361;01/01/2024;74;True
4330;361;01/04/2024;70;True
4331;361;01/07/2024;87;False
4332;361;01/10/2024;76;True
4333;362;01/01/2022;81;True
4334;362;01/04/2022;53;False
4335;362;01/07/2022;68;False
4336;362;01/10/2022;75;False
4337;362;01/01/2023;63;True
4338;362;01/04/2023;69;False
4339;362;01/07/2023;85;True
4340;362;01/10/2023;58;True
4341;362;01/01/2024;79;True
4342;362;01/04/2024;76;True
4343;362;01/07/2024;93;True
4344;362;01/10/2024;62;True
4345;363;01/01/2022;95;False
4346;363;01/04/2022;58;True
4347;363;01/07/2022;72;False
4348;363;01/10/2022;85;True
4349;363;01/01/2023;89;True
4350;363;01/04/2023;83;True
4351;363;01/07/2023;77;True
4352;363;01/10/2023;89;True
4353;363;01/01/2024;94;True
4354;363;01/04/2024;90;False
4355;363;01/07/2024;63;False
4356;363;01/10/2024;64;True
4357;364;01/01/2022;64;True
4358;364;01/04/2022;73;False
4359;364;01/07/2022;95;False
4360;364;01/10/2022;54;False
4361;364;01/01/2023;53;False
4362;364;01/04/2023;65;False
4363;364;01/07/2023;73;False
4364;364;01/10/2023;80;False
4365;364;01/01/2024;84;True
4366;364;01/04/2024;78;True
4367;364;01/07/2024;60;True
4368;364;01/10/2024;77;False
4369;365;01/01/2022;99;True
4370;365;01/04/2022;97;False
4371;365;01/07/2022;59;True
4372;365;01/10/2022;85;True
4373;365;01/01/2023;54;False
4374;365;01/04/2023;93;True
4375;365;01/07/2023;73;False
4376;365;01/10/2023;81;False
4377;365;01/01/2024;81;True
4378;365;01/04/2024;86;False
4379;365;01/07/2024;85;True
4380;365;01/10/2024;96;False
4381;366;01/01/2022;70;False
4382;366;01/04/2022;70;True
4383;366;01/07/2022;55;True
4384;366;01/10/2022;50;False
4385;366;01/01/2023;63;False
4386;366;01/04/2023;50;False
4387;366;01/07/2023;83;False
4388;366;01/10/2023;60;True
4389;366;01/01/2024;91;False
4390;366;01/04/2024;55;False
4391;366;01/07/2024;69;True
4392;366;01/10/2024;51;False
4393;367;01/01/2022;80;False
4394;367;01/04/2022;81;False
4395;367;01/07/2022;72;False
4396;367;01/10/2022;55;True
4397;367;01/01/2023;77;True
4398;367;01/04/2023;79;False
4399;367;01/07/2023;63;True
4400;367;01/10/2023;81;True
4401;367;01/01/2024;83;True
4402;367;01/04/2024;93;True
4403;367;01/07/2024;71;True
4404;367;01/10/2024;56;True
4405;368;01/01/2022;70;False
4406;368;01/04/2022;69;True
4407;368;01/07/2022;93;True
4408;368;01/10/2022;99;True
4409;368;01/01/2023;97;False
4410;368;01/04/2023;64;True
4411;368;01/07/2023;60;True
4412;368;01/10/2023;78;False
4413;368;01/01/2024;94;False
4414;368;01/04/2024;98;False
4415;368;01/07/2024;97;True
4416;368;01/10/2024;64;False
4417;369;01/01/2022;93;True
4418;369;01/04/2022;81;False
4419;369;01/07/2022;89;False
4420;369;01/10/2022;71;False
4421;369;01/01/2023;66;True
4422;369;01/04/2023;97;True
4423;369;01/07/2023;64;True
4424;369;01/10/2023;73;True
4425;369;01/01/2024;61;False
4426;369;01/04/2024;95;False
4427;369;01/07/2024;91;False
4428;369;01/10/2024;80;True
4429;370;01/01/2022;65;True
4430;370;01/04/2022;58;True
4431;370;01/07/2022;63;True
4432;370;01/10/2022;80;True
4433;370;01/01/2023;85;True
4434;370;01/04/2023;88;False
4435;370;01/07/2023;75;False
4436;370;01/10/2023;73;False
4437;370;01/01/2024;68;True
4438;370;01/04/2024;97;False
4439;370;01/07/2024;71;True
4440;370;01/10/2024;58;False
4441;371;01/01/2022;93;True
4442;371;01/04/2022;97;False
4443;371;01/07/2022;86;False
4444;371;01/10/2022;50;False
4445;371;01/01/2023;55;True
4446;371;01/04/2023;85;True
4447;371;01/07/2023;60;True
4448;371;01/10/2023;99;False
4449;371;01/01/2024;96;False
4450;371;01/04/2024;69;False
4451;371;01/07/2024;62;True
4452;371;01/10/2024;79;True
4453;372;01/01/2022;71;False
4454;372;01/04/2022;95;True
4455;372;01/07/2022;80;False
4456;372;01/10/2022;76;False
4457;372;01/01/2023;74;True
4458;372;01/04/2023;77;False
4459;372;01/07/2023;61;False
4460;372;01/10/2023;67;False
4461;372;01/01/2024;72;True
4462;372;01/04/2024;76;True
4463;372;01/07/2024;66;False
4464;372;01/10/2024;70;False
4465;373;01/01/2022;89;False
4466;373;01/04/2022;80;True
4467;373;01/07/2022;66;True
4468;373;01/10/2022;99;False
4469;373;01/01/2023;75;True
4470;373;01/04/2023;55;False
4471;373;01/07/2023;57;True
4472;373;01/10/2023;94;False
4473;373;01/01/2024;68;False
4474;373;01/04/2024;78;True
4475;373;01/07/2024;96;False
4476;373;01/10/2024;59;True
4477;374;01/01/2022;98;True
4478;374;01/04/2022;88;True
4479;374;01/07/2022;94;True
4480;374;01/10/2022;96;True
4481;374;01/01/2023;80;False
4482;374;01/04/2023;60;False
4483;374;01/07/2023;67;False
4484;374;01/10/2023;84;False
4485;374;01/01/2024;52;False
4486;374;01/04/2024;54;True
4487;374;01/07/2024;77;False
4488;374;01/10/2024;68;False
4489;375;01/01/2022;76;True
4490;375;01/04/2022;87;True
4491;375;01/07/2022;70;True
4492;375;01/10/2022;95;False
4493;375;01/01/2023;87;True
4494;375;01/04/2023;60;True
4495;375;01/07/2023;90;True
4496;375;01/10/2023;66;False
4497;375;01/01/2024;88;True
4498;375;01/04/2024;79;True
4499;375;01/07/2024;50;True
4500;375;01/10/2024;81;True
4501;376;01/01/2022;57;True
4502;376;01/04/2022;79;True
4503;376;01/07/2022;57;True
4504;376;01/10/2022;68;False
4505;376;01/01/2023;79;True
4506;376;01/04/2023;85;True
4507;376;01/07/2023;93;True
4508;376;01/10/2023;62;False
4509;376;01/01/2024;86;False
4510;376;01/04/2024;97;False
4511;376;01/07/2024;88;True
4512;376;01/10/2024;62;False
4513;377;01/01/2022;65;False
4514;377;01/04/2022;56;False
4515;377;01/07/2022;76;True
4516;377;01/10/2022;84;True
4517;377;01/01/2023;77;True
4518;377;01/04/2023;56;False
4519;377;01/07/2023;99;False
4520;377;01/10/2023;99;True
4521;377;01/01/2024;95;False
4522;377;01/04/2024;81;False
4523;377;01/07/2024;89;False
4524;377;01/10/2024;75;False
4525;378;01/01/2022;88;False
4526;378;01/04/2022;67;False
4527;378;01/07/2022;64;False
4528;378;01/10/2022;71;True
4529;378;01/01/2023;71;True
4530;378;01/04/2023;70;False
4531;378;01/07/2023;89;True
4532;378;01/10/2023;92;False
4533;378;01/01/2024;72;True
4534;378;01/04/2024;90;True
4535;378;01/07/2024;98;True
4536;378;01/10/2024;90;False
4537;379;01/01/2022;50;False
4538;379;01/04/2022;53;False
4539;379;01/07/2022;81;False
4540;379;01/10/2022;51;False
4541;379;01/01/2023;99;True
4542;379;01/04/2023;63;False
4543;379;01/07/2023;74;False
4544;379;01/10/2023;98;False
4545;379;01/01/2024;77;True
4546;379;01/04/2024;95;True
4547;379;01/07/2024;72;False
4548;379;01/10/2024;57;True
4549;380;01/01/2022;86;False
4550;380;01/04/2022;89;False
4551;380;01/07/2022;76;False
4552;380;01/10/2022;90;False
4553;380;01/01/2023;84;True
4554;380;01/04/2023;64;True
4555;380;01/07/2023;76;True
4556;380;01/10/2023;89;False
4557;380;01/01/2024;98;False
4558;380;01/04/2024;80;True
4559;380;01/07/2024;86;True
4560;380;01/10/2024;90;False
4561;381;01/01/2022;83;True
4562;381;01/04/2022;52;True
4563;381;01/07/2022;63;False
4564;381;01/10/2022;95;False
4565;381;01/01/2023;84;True
4566;381;01/04/2023;97;True
4567;381;01/07/2023;53;True
4568;381;01/10/2023;82;True
4569;381;01/01/2024;77;False
4570;381;01/04/2024;75;False
4571;381;01/07/2024;83;True
4572;381;01/10/2024;67;True
4573;382;01/01/2022;76;False
4574;382;01/04/2022;59;False
4575;382;01/07/2022;61;False
4576;382;01/10/2022;65;False
4577;382;01/01/2023;60;False
4578;382;01/04/2023;50;True
4579;382;01/07/2023;52;False
4580;382;01/10/2023;79;True
4581;382;01/01/2024;86;True
4582;382;01/04/2024;91;True
4583;382;01/07/2024;53;False
4584;382;01/10/2024;64;True
4585;383;01/01/2022;76;False
4586;383;01/04/2022;72;True
4587;383;01/07/2022;76;True
4588;383;01/10/2022;88;True
4589;383;01/01/2023;57;False
4590;383;01/04/2023;91;False
4591;383;01/07/2023;53;True
4592;383;01/10/2023;92;False
4593;383;01/01/2024;52;True
4594;383;01/04/2024;84;True
4595;383;01/07/2024;87;True
4596;383;01/10/2024;63;False
4597;384;01/01/2022;50;True
4598;384;01/04/2022;98;False
4599;384;01/07/2022;57;False
4600;384;01/10/2022;65;False
4601;384;01/01/2023;59;False
4602;384;01/04/2023;86;False
4603;384;01/07/2023;77;False
4604;384;01/10/2023;69;True
4605;384;01/01/2024;63;False
4606;384;01/04/2024;84;True
4607;384;01/07/2024;61;False
4608;384;01/10/2024;67;False
4609;385;01/01/2022;51;False
4610;385;01/04/2022;66;False
4611;385;01/07/2022;67;False
4612;385;01/10/2022;68;False
4613;385;01/01/2023;50;False
4614;385;01/04/2023;85;True
4615;385;01/07/2023;85;False
4616;385;01/10/2023;80;True
4617;385;01/01/2024;51;True
4618;385;01/04/2024;61;False
4619;385;01/07/2024;80;True
4620;385;01/10/2024;71;True
4621;386;01/01/2022;72;True
4622;386;01/04/2022;75;True
4623;386;01/07/2022;72;False
4624;386;01/10/2022;94;False
4625;386;01/01/2023;88;False
4626;386;01/04/2023;57;False
4627;386;01/07/2023;90;False
4628;386;01/10/2023;76;False
4629;386;01/01/2024;64;True
4630;386;01/04/2024;54;True
4631;386;01/07/2024;58;True
4632;386;01/10/2024;90;False
4633;387;01/01/2022;59;False
4634;387;01/04/2022;75;False
4635;387;01/07/2022;87;False
4636;387;01/10/2022;63;True
4637;387;01/01/2023;50;True
4638;387;01/04/2023;94;False
4639;387;01/07/2023;76;True
4640;387;01/10/2023;58;True
4641;387;01/01/2024;84;False
4642;387;01/04/2024;61;True
4643;387;01/07/2024;52;True
4644;387;01/10/2024;70;False
4645;388;01/01/2022;82;False
4646;388;01/04/2022;55;False
4647;388;01/07/2022;78;True
4648;388;01/10/2022;89;True
4649;388;01/01/2023;53;True
4650;388;01/04/2023;53;True
4651;388;01/07/2023;86;False
4652;388;01/10/2023;69;True
4653;388;01/01/2024;72;True
4654;388;01/04/2024;67;True
4655;388;01/07/2024;74;True
4656;388;01/10/2024;64;True
4657;389;01/01/2022;83;False
4658;389;01/04/2022;69;False
4659;389;01/07/2022;86;False
4660;389;01/10/2022;76;False
4661;389;01/01/2023;54;False
4662;389;01/04/2023;88;True
4663;389;01/07/2023;66;False
4664;389;01/10/2023;73;False
4665;389;01/01/2024;52;True
4666;389;01/04/2024;56;True
4667;389;01/07/2024;52;True
4668;389;01/10/2024;78;False
4669;390;01/01/2022;78;False
4670;390;01/04/2022;81;True
4671;390;01/07/2022;88;True
4672;390;01/10/2022;86;False
4673;390;01/01/2023;89;False
4674;390;01/04/2023;53;False
4675;390;01/07/2023;69;False
4676;390;01/10/2023;63;False
4677;390;01/01/2024;83;True
4678;390;01/04/2024;80;True
4679;390;01/07/2024;88;False
4680;390;01/10/2024;74;False
4681;391;01/01/2022;58;False
4682;391;01/04/2022;80;True
4683;391;01/07/2022;72;True
4684;391;01/10/2022;59;False
4685;391;01/01/2023;55;False
4686;391;01/04/2023;60;False
4687;391;01/07/2023;52;False
4688;391;01/10/2023;90;True
4689;391;01/01/2024;62;False
4690;391;01/04/2024;94;True
4691;391;01/07/2024;56;False
4692;391;01/10/2024;87;True
4693;392;01/01/2022;66;True
4694;392;01/04/2022;85;False
4695;392;01/07/2022;64;False
4696;392;01/10/2022;60;False
4697;392;01/01/2023;80;False
4698;392;01/04/2023;84;False
4699;392;01/07/2023;76;False
4700;392;01/10/2023;79;True
4701;392;01/01/2024;69;True
4702;392;01/04/2024;78;True
4703;392;01/07/2024;99;True
4704;392;01/10/2024;97;True
4705;393;01/01/2022;59;True
4706;393;01/04/2022;61;False
4707;393;01/07/2022;82;False
4708;393;01/10/2022;63;False
4709;393;01/01/2023;70;True
4710;393;01/04/2023;98;True
4711;393;01/07/2023;64;False
4712;393;01/10/2023;96;False
4713;393;01/01/2024;71;False
4714;393;01/04/2024;95;False
4715;393;01/07/2024;82;False
4716;393;01/10/2024;90;True
4717;394;01/01/2022;88;True
4718;394;01/04/2022;92;True
4719;394;01/07/2022;51;False
4720;394;01/10/2022;87;True
4721;394;01/01/2023;78;False
4722;394;01/04/2023;95;False
4723;394;01/07/2023;52;True
4724;394;01/10/2023;56;False
4725;394;01/01/2024;78;True
4726;394;01/04/2024;86;True
4727;394;01/07/2024;85;True
4728;394;01/10/2024;94;False
4729;395;01/01/2022;97;True
4730;395;01/04/2022;83;False
4731;395;01/07/2022;50;False
4732;395;01/10/2022;89;True
4733;395;01/01/2023;64;False
4734;395;01/04/2023;98;True
4735;395;01/07/2023;93;False
4736;395;01/10/2023;69;False
4737;395;01/01/2024;57;True
4738;395;01/04/2024;83;True
4739;395;01/07/2024;81;True
4740;395;01/10/2024;91;False
4741;396;01/01/2022;93;False
4742;396;01/04/2022;88;False
4743;396;01/07/2022;73;False
4744;396;01/10/2022;75;True
4745;396;01/01/2023;85;True
4746;396;01/04/2023;59;False
4747;396;01/07/2023;96;False
4748;396;01/10/2023;50;False
4749;396;01/01/2024;99;True
4750;396;01/04/2024;65;True
4751;396;01/07/2024;68;False
4752;396;01/10/2024;55;False
4753;397;01/01/2022;98;True
4754;397;01/04/2022;88;True
4755;397;01/07/2022;94;False
4756;397;01/10/2022;63;False
4757;397;01/01/2023;58;True
4758;397;01/04/2023;86;False
4759;397;01/07/2023;69;False
4760;397;01/10/2023;81;True
4761;397;01/01/2024;70;True
4762;397;01/04/2024;90;True
4763;397;01/07/2024;78;False
4764;397;01/10/2024;80;False
4765;398;01/01/2022;55;False
4766;398;01/04/2022;92;True
4767;398;01/07/2022;91;True
4768;398;01/10/2022;50;False
4769;398;01/01/2023;64;True
4770;398;01/04/2023;70;False
4771;398;01/07/2023;80;True
4772;398;01/10/2023;66;False
4773;398;01/01/2024;68;True
4774;398;01/04/2024;52;False
4775;398;01/07/2024;84;False
4776;398;01/10/2024;78;False
4777;399;01/01/2022;63;True
4778;399;01/04/2022;77;False
4779;399;01/07/2022;79;False
4780;399;01/10/2022;56;True
4781;399;01/01/2023;80;True
4782;399;01/04/2023;84;False
4783;399;01/07/2023;96;True
4784;399;01/10/2023;63;True
4785;399;01/01/2024;85;True
4786;399;01/04/2024;73;False
4787;399;01/07/2024;78;True
4788;399;01/10/2024;94;False
4789;400;01/01/2022;57;True
4790;400;01/04/2022;98;True
4791;400;01/07/2022;53;True
4792;400;01/10/2022;67;False
4793;400;01/01/2023;98;False
4794;400;01/04/2023;64;False
4795;400;01/07/2023;65;True
4796;400;01/10/2023;89;True
4797;400;01/01/2024;92;True
4798;400;01/04/2024;83;True
4799;400;01/07/2024;62;False
4800;400;01/10/2024;76;True
4801;401;01/01/2022;54;True
4802;401;01/04/2022;71;True
4803;401;01/07/2022;52;False
4804;401;01/10/2022;70;True
4805;401;01/01/2023;55;False
4806;401;01/04/2023;81;False
4807;401;01/07/2023;86;False
4808;401;01/10/2023;74;False
4809;401;01/01/2024;84;False
4810;401;01/04/2024;73;True
4811;401;01/07/2024;79;True
4812;401;01/10/2024;99;False
4813;402;01/01/2022;80;True
4814;402;01/04/2022;89;True
4815;402;01/07/2022;74;False
4816;402;01/10/2022;73;True
4817;402;01/01/2023;88;False
4818;402;01/04/2023;62;False
4819;402;01/07/2023;72;False
4820;402;01/10/2023;81;True
4821;402;01/01/2024;85;False
4822;402;01/04/2024;65;False
4823;402;01/07/2024;67;False
4824;402;01/10/2024;91;False
4825;403;01/01/2022;60;False
4826;403;01/04/2022;50;False
4827;403;01/07/2022;61;True
4828;403;01/10/2022;87;False
4829;403;01/01/2023;94;False
4830;403;01/04/2023;66;True
4831;403;01/07/2023;81;False
4832;403;01/10/2023;89;False
4833;403;01/01/2024;92;False
4834;403;01/04/2024;73;False
4835;403;01/07/2024;96;True
4836;403;01/10/2024;88;False
4837;404;01/01/2022;85;True
4838;404;01/04/2022;99;True
4839;404;01/07/2022;59;True
4840;404;01/10/2022;95;True
4841;404;01/01/2023;64;False
4842;404;01/04/2023;51;True
4843;404;01/07/2023;53;True
4844;404;01/10/2023;99;True
4845;404;01/01/2024;80;True
4846;404;01/04/2024;59;True
4847;404;01/07/2024;90;True
4848;404;01/10/2024;93;True
4849;405;01/01/2022;70;False
4850;405;01/04/2022;90;False
4851;405;01/07/2022;94;False
4852;405;01/10/2022;75;False
4853;405;01/01/2023;85;False
4854;405;01/04/2023;66;True
4855;405;01/07/2023;52;True
4856;405;01/10/2023;63;True
4857;405;01/01/2024;62;True
4858;405;01/04/2024;76;True
4859;405;01/07/2024;66;False
4860;405;01/10/2024;99;False
4861;406;01/01/2022;63;False
4862;406;01/04/2022;66;True
4863;406;01/07/2022;83;False
4864;406;01/10/2022;74;True
4865;406;01/01/2023;51;False
4866;406;01/04/2023;75;True
4867;406;01/07/2023;58;False
4868;406;01/10/2023;69;True
4869;406;01/01/2024;78;True
4870;406;01/04/2024;74;False
4871;406;01/07/2024;93;True
4872;406;01/10/2024;58;True
4873;407;01/01/2022;93;False
4874;407;01/04/2022;86;False
4875;407;01/07/2022;86;False
4876;407;01/10/2022;73;False
4877;407;01/01/2023;69;True
4878;407;01/04/2023;72;True
4879;407;01/07/2023;78;True
4880;407;01/10/2023;68;False
4881;407;01/01/2024;72;True
4882;407;01/04/2024;76;False
4883;407;01/07/2024;70;False
4884;407;01/10/2024;84;True
4885;408;01/01/2022;56;False
4886;408;01/04/2022;59;True
4887;408;01/07/2022;72;True
4888;408;01/10/2022;79;False
4889;408;01/01/2023;62;False
4890;408;01/04/2023;53;False
4891;408;01/07/2023;72;True
4892;408;01/10/2023;83;False
4893;408;01/01/2024;85;True
4894;408;01/04/2024;66;False
4895;408;01/07/2024;63;False
4896;408;01/10/2024;97;True
4897;409;01/01/2022;62;True
4898;409;01/04/2022;51;False
4899;409;01/07/2022;78;True
4900;409;01/10/2022;53;False
4901;409;01/01/2023;75;False
4902;409;01/04/2023;77;True
4903;409;01/07/2023;69;False
4904;409;01/10/2023;67;True
4905;409;01/01/2024;76;True
4906;409;01/04/2024;76;False
4907;409;01/07/2024;50;False
4908;409;01/10/2024;60;False
4909;410;01/01/2022;88;False
4910;410;01/04/2022;70;True
4911;410;01/07/2022;67;True
4912;410;01/10/2022;68;False
4913;410;01/01/2023;62;False
4914;410;01/04/2023;78;True
4915;410;01/07/2023;62;False
4916;410;01/10/2023;76;False
4917;410;01/01/2024;68;True
4918;410;01/04/2024;50;False
4919;410;01/07/2024;68;False
4920;410;01/10/2024;50;False
4921;411;01/01/2022;66;True
4922;411;01/04/2022;71;True
4923;411;01/07/2022;99;True
4924;411;01/10/2022;97;True
4925;411;01/01/2023;81;True
4926;411;01/04/2023;53;False
4927;411;01/07/2023;94;False
4928;411;01/10/2023;53;True
4929;411;01/01/2024;50;True
4930;411;01/04/2024;56;True
4931;411;01/07/2024;50;False
4932;411;01/10/2024;67;False
4933;412;01/01/2022;96;False
4934;412;01/04/2022;51;True
4935;412;01/07/2022;53;True
4936;412;01/10/2022;72;False
4937;412;01/01/2023;92;True
4938;412;01/04/2023;92;True
4939;412;01/07/2023;57;True
4940;412;01/10/2023;74;False
4941;412;01/01/2024;84;True
4942;412;01/04/2024;67;False
4943;412;01/07/2024;76;True
4944;412;01/10/2024;66;True
4945;413;01/01/2022;54;False
4946;413;01/04/2022;64;False
4947;413;01/07/2022;95;False
4948;413;01/10/2022;97;True
4949;413;01/01/2023;57;True
4950;413;01/04/2023;59;False
4951;413;01/07/2023;54;False
4952;413;01/10/2023;97;True
4953;413;01/01/2024;75;False
4954;413;01/04/2024;93;True
4955;413;01/07/2024;62;True
4956;413;01/10/2024;98;False
4957;414;01/01/2022;77;False
4958;414;01/04/2022;86;False
4959;414;01/07/2022;93;True
4960;414;01/10/2022;69;False
4961;414;01/01/2023;97;False
4962;414;01/04/2023;79;False
4963;414;01/07/2023;58;True
4964;414;01/10/2023;98;True
4965;414;01/01/2024;85;False
4966;414;01/04/2024;68;True
4967;414;01/07/2024;52;True
4968;414;01/10/2024;93;False
4969;415;01/01/2022;96;True
4970;415;01/04/2022;91;False
4971;415;01/07/2022;75;True
4972;415;01/10/2022;53;True
4973;415;01/01/2023;66;False
4974;415;01/04/2023;79;False
4975;415;01/07/2023;72;False
4976;415;01/10/2023;73;True
4977;415;01/01/2024;53;False
4978;415;01/04/2024;78;True
4979;415;01/07/2024;76;True
4980;415;01/10/2024;85;True
4981;416;01/01/2022;55;True
4982;416;01/04/2022;72;True
4983;416;01/07/2022;95;True
4984;416;01/10/2022;93;False
4985;416;01/01/2023;57;True
4986;416;01/04/2023;51;True
4987;416;01/07/2023;89;True
4988;416;01/10/2023;70;True
4989;416;01/01/2024;97;False
4990;416;01/04/2024;97;False
4991;416;01/07/2024;87;True
4992;416;01/10/2024;85;False
4993;417;01/01/2022;72;True
4994;417;01/04/2022;70;True
4995;417;01/07/2022;86;True
4996;417;01/10/2022;75;False
4997;417;01/01/2023;56;False
4998;417;01/04/2023;88;False
4999;417;01/07/2023;88;True
5000;417;01/10/2023;79;False
5001;417;01/01/2024;91;False
5002;417;01/04/2024;95;False
5003;417;01/07/2024;88;False
5004;417;01/10/2024;75;True
5005;418;01/01/2022;56;True
5006;418;01/04/2022;50;False
5007;418;01/07/2022;67;True
5008;418;01/10/2022;74;False
5009;418;01/01/2023;57;False
5010;418;01/04/2023;81;True
5011;418;01/07/2023;87;True
5012;418;01/10/2023;64;True
5013;418;01/01/2024;97;True
5014;418;01/04/2024;89;True
5015;418;01/07/2024;69;True
5016;418;01/10/2024;84;False
5017;419;01/01/2022;79;True
5018;419;01/04/2022;57;True
5019;419;01/07/2022;97;True
5020;419;01/10/2022;81;True
5021;419;01/01/2023;64;False
5022;419;01/04/2023;62;False
5023;419;01/07/2023;89;False
5024;419;01/10/2023;77;True
5025;419;01/01/2024;55;False
5026;419;01/04/2024;74;True
5027;419;01/07/2024;50;True
5028;419;01/10/2024;51;False
5029;420;01/01/2022;81;True
5030;420;01/04/2022;82;False
5031;420;01/07/2022;73;True
5032;420;01/10/2022;53;False
5033;420;01/01/2023;72;True
5034;420;01/04/2023;83;True
5035;420;01/07/2023;79;False
5036;420;01/10/2023;69;False
5037;420;01/01/2024;52;True
5038;420;01/04/2024;86;False
5039;420;01/07/2024;89;False
5040;420;01/10/2024;74;True
5041;421;01/01/2022;93;True
5042;421;01/04/2022;50;True
5043;421;01/07/2022;64;False
5044;421;01/10/2022;66;False
5045;421;01/01/2023;66;False
5046;421;01/04/2023;90;False
5047;421;01/07/2023;53;True
5048;421;01/10/2023;53;True
5049;421;01/01/2024;95;True
5050;421;01/04/2024;58;True
5051;421;01/07/2024;82;True
5052;421;01/10/2024;69;False
5053;422;01/01/2022;50;False
5054;422;01/04/2022;91;False
5055;422;01/07/2022;76;True
5056;422;01/10/2022;73;True
5057;422;01/01/2023;84;False
5058;422;01/04/2023;74;True
5059;422;01/07/2023;58;True
5060;422;01/10/2023;70;False
5061;422;01/01/2024;62;True
5062;422;01/04/2024;53;False
5063;422;01/07/2024;92;False
5064;422;01/10/2024;56;False
5065;423;01/01/2022;60;False
5066;423;01/04/2022;92;False
5067;423;01/07/2022;86;True
5068;423;01/10/2022;93;False
5069;423;01/01/2023;88;True
5070;423;01/04/2023;68;False
5071;423;01/07/2023;71;True
5072;423;01/10/2023;86;False
5073;423;01/01/2024;79;False
5074;423;01/04/2024;61;True
5075;423;01/07/2024;70;True
5076;423;01/10/2024;86;False
5077;424;01/01/2022;67;False
5078;424;01/04/2022;76;True
5079;424;01/07/2022;97;True
5080;424;01/10/2022;61;True
5081;424;01/01/2023;83;False
5082;424;01/04/2023;87;True
5083;424;01/07/2023;74;False
5084;424;01/10/2023;53;False
5085;424;01/01/2024;79;True
5086;424;01/04/2024;91;True
5087;424;01/07/2024;98;False
5088;424;01/10/2024;96;False
5089;425;01/01/2022;73;False
5090;425;01/04/2022;84;True
5091;425;01/07/2022;66;False
5092;425;01/10/2022;73;True
5093;425;01/01/2023;62;False
5094;425;01/04/2023;76;False
5095;425;01/07/2023;54;False
5096;425;01/10/2023;75;False
5097;425;01/01/2024;94;True
5098;425;01/04/2024;59;False
5099;425;01/07/2024;75;False
5100;425;01/10/2024;61;False
5101;426;01/01/2022;76;True
5102;426;01/04/2022;69;True
5103;426;01/07/2022;90;False
5104;426;01/10/2022;62;False
5105;426;01/01/2023;93;False
5106;426;01/04/2023;71;False
5107;426;01/07/2023;97;True
5108;426;01/10/2023;92;False
5109;426;01/01/2024;95;True
5110;426;01/04/2024;83;True
5111;426;01/07/2024;53;False
5112;426;01/10/2024;54;False
5113;427;01/01/2022;78;False
5114;427;01/04/2022;80;False
5115;427;01/07/2022;61;True
5116;427;01/10/2022;54;True
5117;427;01/01/2023;76;True
5118;427;01/04/2023;82;False
5119;427;01/07/2023;70;False
5120;427;01/10/2023;93;True
5121;427;01/01/2024;93;False
5122;427;01/04/2024;73;True
5123;427;01/07/2024;59;True
5124;427;01/10/2024;98;False
5125;428;01/01/2022;51;True
5126;428;01/04/2022;74;False
5127;428;01/07/2022;60;True
5128;428;01/10/2022;93;False
5129;428;01/01/2023;55;True
5130;428;01/04/2023;54;False
5131;428;01/07/2023;78;True
5132;428;01/10/2023;58;False
5133;428;01/01/2024;57;True
5134;428;01/04/2024;69;True
5135;428;01/07/2024;57;False
5136;428;01/10/2024;70;True
5137;429;01/01/2022;77;True
5138;429;01/04/2022;55;True
5139;429;01/07/2022;54;True
5140;429;01/10/2022;56;False
5141;429;01/01/2023;53;True
5142;429;01/04/2023;54;True
5143;429;01/07/2023;64;False
5144;429;01/10/2023;83;True
5145;429;01/01/2024;97;True
5146;429;01/04/2024;89;False
5147;429;01/07/2024;88;False
5148;429;01/10/2024;79;False
5149;430;01/01/2022;74;False
5150;430;01/04/2022;69;True
5151;430;01/07/2022;52;True
5152;430;01/10/2022;50;True
5153;430;01/01/2023;75;True
5154;430;01/04/2023;89;True
5155;430;01/07/2023;90;True
5156;430;01/10/2023;91;False
5157;430;01/01/2024;54;True
5158;430;01/04/2024;62;True
5159;430;01/07/2024;50;False
5160;430;01/10/2024;64;False
5161;431;01/01/2022;67;False
5162;431;01/04/2022;58;True
5163;431;01/07/2022;92;True
5164;431;01/10/2022;72;True
5165;431;01/01/2023;94;False
5166;431;01/04/2023;51;False
5167;431;01/07/2023;87;False
5168;431;01/10/2023;67;False
5169;431;01/01/2024;78;False
5170;431;01/04/2024;60;False
5171;431;01/07/2024;52;False
5172;431;01/10/2024;51;False
5173;432;01/01/2022;80;True
5174;432;01/04/2022;71;True
5175;432;01/07/2022;99;True
5176;432;01/10/2022;82;False
5177;432;01/01/2023;73;True
5178;432;01/04/2023;93;True
5179;432;01/07/2023;86;True
5180;432;01/10/2023;87;False
5181;432;01/01/2024;76;False
5182;432;01/04/2024;61;True
5183;432;01/07/2024;79;False
5184;432;01/10/2024;72;False
5185;433;01/01/2022;56;False
5186;433;01/04/2022;81;True
5187;433;01/07/2022;88;False
5188;433;01/10/2022;92;True
5189;433;01/01/2023;63;True
